#,Name,Dominion,Class,Role,Role Details,ID,Effect Name 1,Effect Type 1,Effect Details 1,Effect Name 2,Effect Type 2,Effect Details 2,Keywords,Ether,Prowess,Fortitude,Artwork,#Artwork Config,Flavour,Lore,Name Inspiration,Art Direction,Mechanic(s)
0119,Tonalhualli,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0119,,,**HEAL(4D2)** an ally.,,,,,4,,,,".png,50,0,100",,,,,#HEAL
0120,Overbearing Advance,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0120,,,"An ally performs the following *free action*:
**PUSH(4d{M3/Icons/Dice/NULL.png})** all enemies within **BLAST(3)**. This movement immediately disengages combat.",,,,,4,,,,".png,50,0,100",,,,,#P-AWAY
0121,The Noose of Guilt,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0121,,,"An ally performs the following *free action*:
**PULL(6d{M3/Icons/Dice/NULL.png})** an enemy within **RANGE(5)**. This movement immediately disengages combat.",,,,,4,,,,".png,50,0,100",,,,,#P-CLOSE
0122,A'tlahtli,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0122,,,An ally may perform a **RANGE(5)** **ATTACK**.,,,,,5,,,,".png,50,0,100",,,,,"#RANGE(5), #Extra Attack"
0123,Teuctlix,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0123,,,"Your champion performs the following *free action*:
SUNDER(-1) all enemies within PIERCE(10) until your next prologue.",,,,,5,,,,".png,50,0,100",,,,,#SUNDER
0124,"""Charge the flanks!""",Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0124,,,"An ally performs the following *free manoeuvre action*:
If an enemy is *engaged in combat* with an ally, and the enemy is within **PATH(5)** of this character; this character may perform a **MANOEUVRE(4)** but must end adjacent to that enemy.",,,,,2,,,,".png,50,0,100",,,,,#Extra Manoeuvre
0125,Phalanx,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0125,,,An ally gains **BLOCK(1D2)** until your next prologue. If they are adjacent to allies; they gain **BLOCK(2d2)** until your next prologue instead.,,,,RESERVE(2),4,,,,".png,50,0,100",,,,,#BLOCK
0126,Tezca's Wellspring,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0126,,,"An ally summons a ""Stele"" on their space.
Each ""Stele"" counts as a ""Link"" and is a *totem*. During your epilogue, **HEAL(2d2)** all allies within RANGE(5) of a ""Stele"". This effect persists until the last ""Stele"" is removed and a character can only benefit from one ""Stele"" at a time.",,,,,4,,,,".png,50,0,100",,,,,"#Totem, #HEAL, ~Stele"
0127,Aurelian Trident,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0127,,,"An ally may perform the following *manoeuvre action*:
This character and up to 2 designated allies within **PATH(5)** are *compelled* to **MANOEUVRE** sequentially, each placing a ""Link"" token after they move. Once all movements are complete, each must be adjacent to at least one other of these allies. They then **SUNDER(-X)** and **WEAKEN(-X)** all adjacent enemies until your next epilogue, where X is the number of allies that moved.",,,,,6,,,,".png,50,0,100",,,,,"#Extra Manoeuvre, #WEAKEN, #SUNDER"
0128,Tlaquepal,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0128,,,"An ally and all adjacent allies gain **ADVANTAGE** on each *attack* by them, until your next prologue.",,,,,7,,,,".png,50,0,100",,,,,#ADVANTAGE-ATK
0129,Suns' Verdict,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0129,,,"An ally performs the following *attack action*:
All enemies within **AURA(3)** suffer an **IMPACT(4)**.",,,,,7,,,,".png,50,0,100",,,,,"#AURA, #IMPACT"
0130,Sovereign Mandate,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0130,,,"An ally performs the following *free manoeuvre action*:
An adjacent character is *compelled* to **MANEUVER(4d{M3/Icons/Dice/NULL.png})**.",,,,,5,,,,".png,50,0,100",,,,,"#Extra Manoeuvre, #Nimble"
0131,Tzitzim's Vigil,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0131,,,"An ally and all adjacent allies gain the following *free attack reaction* until your next prologue:
When an enemy performs a *manoeuvre* on an adjacent space, this character may perform an **ATTACK** against that enemy.",,,,,5,,,,".png,50,0,100",,,,,#Intercept
0132,Stele of Dulling,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0132,,,"Transform a ""Link"" into a ""Stele"".
Each ""Stele"" is a ""Link"" and a *totem*. Whilst allies are within RANGE(5) of a ""Stele"" gain BLOCK(2d2). This effect persists until the last ""Stele"" is removed and a character can only benefit from one ""Stele"" at a time.",,,,RESERVE (2),6,,,,".png,50,0,100",,,,,"#BLOCK, #Totem, ~Stele"
0133,Bonds of Fervour,Xalakith,SPECIAL ACTION,,,04XAL-07SPA-0133,,,An ally gains **PIERCE(X)** and **LETHAL(Xd2)** on their next *attack* for each adjacent allies.,,,,,5,,,,".png,50,0,100",,,,,"#PIERCE, #LETHAL"
0134,"Iroko, the Evergreen",Ahèserec,CHAMPION,,,05AHE-01CHP-0134,SOOTHING SONG,FREE ACTION,"All allies within **AURA(10)** become ""Nourished"".",,,,"RANGE(5), FORCE({M3/Icons/Dice/CIRCLE.png})",,9,6,https://drive.google.com/thumbnail?id=1aYd1fDo3R0UveZTN_8Hk3vgnE2NrovjU&sz=w200,".png,50,0,100","""Yesterday's canopy becomes tomorrow's roots.""",,Iroko (large African hardwood tree),,"!RANGE(5), !FORCE, #HEAL, ~Nourished"
0135,"Draen, the Ashen Hart",Ahèserec,CHAMPION,,,05AHE-01CHP-0135,ENCROACH,ABILITY,"All ally minions count as occupying ""Loam"". All ally minions gain **CRITICAL({M3/Icons/Dice/CIRCLE.png})** on each *attack* by them.",,,,"RANGE(5), FORCE({M3/Icons/Dice/CIRCLE.png})",,10,7,https://drive.google.com/thumbnail?id=19Cs5kMoSYt6Za3Gd-gXUstnAXkOWEKKV&sz=w200,".png,50,0,100","""Iroko weeps for what was lost. They will weep for what they found.""","""They came with axe and fire, and they took the sun from the leaves. They scarred the soil and my flesh. Iroko weeps for what was lost. I will make them weep for what they found.""",Draen (Welsh for thorn) + Ashen (burnt) + Hart (stag),,"!RANGE(5), !FORCE, #CRITICAL-ATK, ~Minion"
0136,Opolkan,Ahèserec,MINION,COMPANION,Iroko the Evergreen,05AHE-02COM-0136,HARMONISE,ABILITY,"When Iroko, the Evergreen's performs the *Soothing Song* *action*, trigger a second occurrence with this character as its origin.",,,,"SLIGHT, RANGE(5)",1,3,3,https://drive.google.com/thumbnail?id=1_RWxIK4-NOKZWwCGBfh1Kljwg4MrtUUN&sz=w200,".png,50,0,100",,,"Poull is pool or pond in Breton, kan means to sing or a song in Breton.","A named Huskling which formed the body of a frog. A large gullet allows it to ""sing"" louder than such a small body would expect.","#SLIGHT, #HEAL, #RANGE(5)"
0137,Egunghi,Ahèserec,FAMILIAR,COMPANION,Draen the Ashen Hart,05AHE-02COM-0137,IRONSHELL CANOPY,ABILITY,"Adjacent allies gain **RIPOSTE** and **REFLECT**.
When an *attack* is performed against an adjacent ally, deal up to 2 of the damage to this character instead.",,,,"THICKETWAY, RIPOSTE, REFLECT",8,7,7,https://drive.google.com/thumbnail?id=16Umm5AT4y4QIv2J4qVF2BHj7fvyzbsXA&sz=w200,".png,50,0,100",,,Egungun (Yoruba masquerade/ancestors),A irontree tree man. It's fire retardant bark keeps it alive through forest fires but it should have some embers still burning. Iron nail like spikes should be protruding from it's skin like a chunga palm.,"#THICKETWAY, #RIPOSTE, #REFLECT, #Ward"
0138,Dolhyrmen,Ahèserec,FAMILIAR,,,05AHE-03FAM-0138,PROTECTIVE CANOPY,ABILITY,"**FORTIFY(+1)** all allies within **AURA(2)**.
When an *attack* is performed against an adjacent ally, deal up to 2 of the damage to this character instead.",,,,THICKETWAY,6,6,6,https://drive.google.com/thumbnail?id=10DWjZwZ1Uz8Lx4DgSNzonXwe7hrmjow1&sz=w200,".png,50,0,100",,,Dolmen (megalithic portal tomb) + Hyr/Men (wood/stone),A lushess green tree its vibrancy indicating how it provides a thick undergrowth.,"#THICKETWAY, #Ward, #FORTIFY"
0139,Aescorn Gardewrren,Ahèserec,FAMILIAR,,,05AHE-03FAM-0139,SOW,ACTION,"When this character occupies a ""Loam"", you may transform the ""Loam"" into a ""Sproutling"".
Each ""Sproutling"" is a *totem*. During your epilogue, all allies within **AURA(5)** of a ""Sproutling"" become ""Nourished"". During your opponent's epilogue, all enemies within **AURA(5)** of a ""Sproutling"" become ""Poisoned"".",,,,RANGE(3),4,4,4,https://drive.google.com/thumbnail?id=1OWbq3tx4_s5OaVMoEl-XhSusA029jO9d{M3/Icons/Dice/NULL.png}sz=w200,".png,70,0,100",,,"Aesc (Old English for Ash tree) + Acorn, Gardewrren (Derived from Welsh for guardian)",A small squirrel clutching a mystical acorn (aescorn).,"#RANGE(3), #Totem, #HEAL, #Direct Damage, #AURA, ~Sproutling, ~Nourished, ~Poisoned"
0140,Pochann,Ahèserec,FAMILIAR,,,05AHE-03FAM-0140,VENOM TIPPED FANGS,ABILITY,"This character becomes ""Nourished"" for each point of damage they deal. When an enemy becomes *engaged in combat* with this character, they become ""Poisoned"".",,,,STEALTH,5,6,4,https://drive.google.com/thumbnail?id=1YLCa0REE4ny4rtJeDzt7KvLUdAiOEIO9&sz=w200,".png,50,0,100",,,"From the Breton word for ""kiss"" pokan or pok.",A poisonous looking spider abseiling down stealthy from a tree.,"#STEALTH, #HEAL, #Direct Damage, ~Poison, ~Nourished"
0141,Lomanec'hel,Ahèserec,FAMILIAR,,,05AHE-03FAM-0141,FIGHTING DIRTY,ABILITY,"When this character performs an *attack* against an enemy *engaged in combat*, this character gains **ADVANTAGE** on the *attack*.",,,,FLANK,4,4,4,https://drive.google.com/thumbnail?id=1D0aa7BgOP3XsMnVpCHqA2RfqkQzJOonG&sz=w200,".png,90,0,100",,,Breton/Celtic roots: Loman (bare/bush) + C'hel (hidden),Fox (Reynard stand in).,"#FLANK, #ADVANTAGE-ATK"
0142,Bran-Siûl,Ahèserec,FAMILIAR,,,05AHE-03FAM-0142,FLEET OF WING,MANOEUVRE,This character may perform a **MANOEUVRE(6d2)**.,,,,"FORERUNNER, RANGE(5)",5,4,4,https://drive.google.com/thumbnail?id=1rSRc3T5JbL3zhHnXGgcoZzYVOshPmrdA&sz=w200,".png,50,0,100",,,Bran (Celtic/Welsh for raven/crow) + Siûl/Siul (Irish for walk/sail),Owl (with wings means RANGE(5)).,"#FORERUNNER, #RANGE(5), #Bonus Movement"
0143,Nettle-Shy,Ahèserec,FAMILIAR,,,05AHE-03FAM-0143,BRAMBLE PACT,ACTION,"All ally minions and **THICKETWAY** characters within **AURA(5)** gain **RIPOSTE** and cause enemies to become ""Poisoned"" with each *attack*.",,,,RANGE(3),5,5,5,https://drive.google.com/thumbnail?id=1zLpgeZ-PjK7t5i9E5Kk8FUv3e_50SPw6&sz=w200,".png,50,0,100",,,Nettle (stinging plant) + Shy. Took inspiration from the leshy. ,Thin humanoid enveloped in nettle like foliage.,"#RANGE(3), #RIPOSTE, #Direct Damage, ~Poison, ~THICKETWAY, ~Minion"
0144,Borejaun,Ahèserec,FAMILIAR,,,05AHE-03FAM-0144,VENGEFUL CANOPY,FREE ATTACK REACTION,"When an enemy performs a *melee* *attack* against an adjacent ally, this character may perform an **ATTACK** against that enemy as if they were adjacent.
When an *attack* is performed against an adjacent ally, deal up to 2 of the damage to this character instead.",,,,THICKETWAY,6,6,6,https://drive.google.com/thumbnail?id=1x2BPkbc0l-szgyj6BJyzXcCAZxiqCP1Q&sz=w200,".png,50,0,100",,,Basajaun (Basque wild man of the woods),A large browner tree man. Has a thick club like branch for protecting its allies.,"#THICKETWAY, #Retaliate, #Ward"
0145,Yacupilma,Ahèserec,FAMILIAR,,,05AHE-03FAM-0145,SERPENTWINE,ACTION,"**PULL(6d{M3/Icons/Dice/NULL.png})** an enemy within **RANGE(5)**. This movement immediately disengages combat. That enemy becomes *tangled* until after their next activation.
Each *tangled* enemy is **ROOTED**.",,,,STEALTH,5,6,4,,".jpeg,100,0,100",,,Yacumama + Pilpil (chameleon plant).,Large boa with multiple vine like tails coiling around its head.,"#STEALTH, #P-CLOSE, #ROOTED, ~Tangled"
0146,Wicker Weald,Ahèserec,FAMILIAR,,,05AHE-03FAM-0146,NUTRIENT ABSORPTION,ABILITY,"If a ""Loam"" is summoned within AURA(5); all allies within AURA(2) of that ""Loam"" become ""Nourished"".",,,,"RANGE(3), RIPOSTE",6,6,4,,".jpeg,50,0,100","Woven from whisper willow, the Weald nurtures the forest.",,Wicker + Weald,A large floating wicker wreath of thorns.,"#RANGE(3), #RIPOSTE, #HEAL, ~Nourished"
0147,Adzerin Swarm,Ahèserec,FAMILIAR,,,05AHE-03FAM-0147,CORROSIVE SWARM,ABILITY,"This character gains **REINFORCE({M3/Icons/Dice/CIRCLE.png})** against each *ranged* *attack* and they **SUNDER(-1)** enemies until your next epilogue, on each *attack*.",,,,SLIGHT,4,4,3,,".jpeg,50,0,100",,,Adze (folklore) + Pederin a necrotizing acid,A large swarm of flying insects that take a roughly humanoid monstrous form. The have a corrosive bite but also a vague ethereal body.,"#SLIGHT, #REINFORCE, #SUNDER"
0148,Huskling,Ahèserec,MINION,,,05AHE-04MIN-0148,VERDANT PROTECTOR,ABILITY,"Whilst this character occupies a ""Loam"", they gain **CRITICAL({M3/Icons/Dice/CIRCLE.png})** on each *attack* against them.",,,,SLIGHT,,3,3,https://drive.google.com/thumbnail?id=1Fa-ldDdiw23lf4wBfrkOwlXX5IdzH2qy&sz=w200,".png,50,0,100","The wisps seek bodies, whilst small only the detritus of the forest floor will do.",,"Husk (dry outer covering of a seed) + ""-ling"" (diminutive)","A huskling is made when the spirit of the forest congeals and begins forming a body out of the detritus on the forest floor: twigs, leaves, insect carapaces, etc","#SLIGHT, #CRITICAL-DEF"
0149,The Gnyar-Knot,Ahèserec,TALISMAN,,,05AHE-05TAL-0149,,,"This character becomes ""Nourished"" for each point of damage they deal.",,,,,2,,,https://drive.google.com/thumbnail?id=14xXpfckJVZDpNGchWAo9vaLylRBJE6nn&sz=w200,".png,50,0,100",,,Gnyar (gnarly/original) + Knot,,"#HEAL, ~Nourished"
0150,Ghul-Bark Pouch,Ahèserec,TALISMAN,,,05AHE-05TAL-0150,,,"When this character is defeated, they summon 1 ""Huskling"" onto their ""Loam"".",,,,,1,,,https://drive.google.com/thumbnail?id=1XZ6MkbL-nbok9WFzc9vZKjg-WI58vnKT&sz=w200,".png,50,0,100",,,Ghul (Arabic demon/ghoul) + Bark,,~Minion
0151,Siphoning Roots,Ahèserec,SPECIAL ACTION,SIGNATURE,"Iroko, the Evergreen",05AHE-06SIG-0151,,,"**SUNDER(-1)** all enemies, and all allies become ""Nourished"" for each point of damage they deal until your next epilogue.",,,,,8,,,,".png,50,0,100",,,,,"#SUNDER, #HEAL, ~Nourished"
0152,Ire of the Korinásh,Ahèserec,SPECIAL ACTION,SIGNATURE,"Draen, the Ashen Hart",05AHE-06SIG-0152,,,All ally minions gain **FORCE({M3/Icons/Dice/CIRCLE.png})** and **REINFORCE({M3/Icons/Dice/CIRCLE.png})** until your next epilogue.,,,,,8,,,,".png,50,0,100",,,,,"#CRITICAL-ATK, #CRITICAL-DEF"
0153,Thornlash,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0153,,,An ally gains **PIERCE(5)** on their next *attack*.,,,,,4,,,,".png,50,0,100",A symbiotic growth provides additional offense.,,,,#PIERCE
0154,Fecund Explosion,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0154,,,"All unoccupied ""Loam"" are transformed into a ""Huskling"" minion.",,,,,10,,,,".png,50,0,100",,,,,~Minion
0155,Thornmail Aegis,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0155,,,An ally gains **RIPOSTE** until your next prologue.,,,,,4,,,,".png,50,0,100",,,,,#RIPOSTE
0156,Vaporous Bloom,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0156,,,"All enemies within AURA(3) of a ""Loam"" become ""Poisoned"", then remove the ""Loam"".",,,,,6,,,,".png,50,0,100",,,,,"#Direct Damage, ~Poison"
0157,Vinesnare,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0157,,,"Your champion performs the following *free action*:
An enemy within **RANGE(5)** becomes **ROOTED** and cannot be the origin or focus of any friendly effects until after their next activation.",,,,,6,,,,".png,50,0,100",,,,,#ROOTED
0158,Sylvan's Feast,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0158,,,"An ally becomes ""Nourished"" for each point of damage they deal until your next prologue.",,,,,3,,,,".png,50,0,100",,,,,"#HEAL, ~Nourished"
0159,Ecology,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0159,,,"All **THICKETWAY** allies become ""Nourished"".
When each ""Nourished"" character redirects damage to themselves, gain X ethemeralds, where X is the amount of damage redirected. This effect persists until the last ""Nourished"" character is defeated.",,,,,4,,,,".png,90,0,100",,,,,"#Ethemerald Generation, ~Nourished"
0160,Rootbound Grapple,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0160,,,"Designate an ally, all enemies *engaged in combat* with this character become *tangled* until they are no longer *engaged in combat*.
When any ally performs an *attack* against an *tangled* enemy, that ally becomes ""Nourished"" for each point of damage they deal. All *tangled* enemies must pass a rank-2 check to successfully perform ""Disengage"".  This effect persists until the designated ally performs a *manoeuvre*.",,,,,4,,,,".png,50,0,100",,,,,"#Grapple, #HEAL, ~Nourished, ~Tangled"
0161,Undergrowth Assault,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0161,,,All **THICKETWAY** allies may perform an **ATTACK** as a *free action* until you next epilogue.,,,,,6,,,,".png,50,0,100",,,,,#Extra Attack
0162,Thrive,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0162,,,**HEAL(4D2)** an ally.,,,,,3,,,,".png,50,0,100",,,,,#HEAL
0163,Briar's Weep,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0163,,,All allies gain **CRITICAL({M3/Icons/Dice/CIRCLE.png})** on each *attack* by them until your next prologue.,,,,,5,,,,".png,70,0,100",,,,,"#CRITICAL-ATK, #CRITICAL-DEF"
0164,Lignify,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0164,,,"An ally adjacent to an ally minion gains **REINFORCE({M3/Icons/Dice/CIRCLE.png})** until your next prologue, then defeat the ally minion.",,,,,5,,,,".png,70,0,100",,,,,#REINFORCE
0165,Verdant Coil,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0165,,,"An ally minion performs the following *free action*:
An adjacent enemy becomes **ROOTED** until after their next activation, then remove this character as defeated.",,,,RESERVE(2),4,,,,".png,50,0,100",,,,,#ROOTED
0166,Bough Strike,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0166,,,"All allies within AURA(3) of your champion gain the following *free attack reaction* until your next prologue:
When an enemy performs a *manoeuvre* on an adjacent space, this character may perform an **ATTACK** against that enemy.",,,,,6,,,,".png,50,0,100",,,,,#Intercept
0167,Burgeon,Ahèserec,SPECIAL ACTION,,,05AHE-07SPA-0167,,,Summon a recharged defeated familiar with **THICKETWAY** to the location of an ally minion. Then remove this minion as defeated. X is the cost of the summoned familiar minus 3.,,,,,X,,,,".png,50,0,100",,,,,"#Ether Discount, ~Minion"
0168,Patience Wick,Veritian,CHAMPION,,,06VER-01CHP-0168,ECHO,FREE ACTION,"An ally within **AURA(10)** becomes in ""Dynamis"".
Any character may cease to be in ""Dynamis"" to repeat one *action* they already performed this activation.",,,,RANGE(5),,7,6,https://drive.google.com/thumbnail?id=1QPqmOzwA9Ttr7J16Vmfl7MVa5GF9AZUU&sz=w200,".png,50,0,100","""The future remains static, but the past changes with each person telling it.""",,"Patience (Puritan/virtue name) + Wick (candle wick, burning time)",,"!RANGE(5), #Extra Action, ~Dynamis"
0169,Clement Tacitus,Veritian,CHAMPION,,,06VER-01CHP-0169,RAPTURE,ABILITY,"This character causes enemies to become ""Fractured"" until your next epilogue on each *attack*.
Other characters can move through ""Fractured"" characters, but must end a *manoeuvre* on an available space.",,,,RANGE(5),,7,6,https://drive.google.com/thumbnail?id=1-eBRN2iZcchZMZFRuVh51IgZhes72YCj&sz=w200,".png,50,0,100","""I am not here to end your future, my child. I merely want to correct its course.""",,"Clement (merciful/mild) + Tacitus (Latin for silent, Roman historian)",,"!RANGE(5), #Nimble, ~Fractured"
0170,Pashan,Veritian,MINION,COMPANION,Patience Wick,06VER-02COM-0170,SHROUD,ACTION,"Remove this character and an adjacent character from the stage, ready to *emerge* when next activated.",,,,"STEALTH, RANGE(5)",1,3,3,https://drive.google.com/thumbnail?id=1kPn5u26n9ZQPhawZWyJVzTHkuCvVi5D-&sz=w200,".png,30,0,100",,,"Pasa is sanskrit for tether, bond, or guide.",A black housecat griffon.,"#STEALTH, #RANGE(5), #Emergence"
0171,The Anticoris,Veritian,FAMILIAR,COMPANION,Clement Tacitus,06VER-02COM-0171,TEMPORAL MISALIGNMENT,ABILITY,"When a *special action* is played, with an *origin* or a *focus* within **AURA(3)** increase their ether cost by 1.",,,,"STEALTH, PIERCE(3), LETHAL(1d2).",7,7,6,https://drive.google.com/thumbnail?id=18gze7awZEDB0V6py9HhfOiTDaI-5sEmp&sz=w200,".png,70,0,100",,,Manticore + Antichrist,A manticore,"#STEALTH, #PIERCE, #Ether Tax"
0172,Shadwul,Veritian,FAMILIAR,,,06VER-03FAM-0172,SLIPSTREAM,ABILITY,After this character performs an *attack*; they may then perform a **MANOEUVRE(4d{M3/Icons/Dice/NULL.png})**. This movement immediately disengages from combat. If the enemy was defeated by the *attack*; this character may then perform a **MANOEUVRE(6d2)** instead.,,,,STEALTH,6,6,5,https://drive.google.com/thumbnail?id=11nM938XtvQuLzeMRvaO2nwJm5A6jiRTP&sz=w200,".png,100,0,100","If you know where it was, it's already too late.",,"Shadow + ""-wul""",Panther-manticore without wings.,"#STEALTH, #Evade, #Move-and-Attack, #Bonus Movement"
0173,Phasmon,Veritian,FAMILIAR,,,06VER-03FAM-0173,STINGING TENTACLES,ABILITY,"When any ally performs an *attack* against an enemy *engaged in combat* with this character, that ally gains **LETHAL(2d2)**. All enemies *engaged in combat* with this character; must pass a rank-2 check to successfully perform ""Disengage"".",,,,FLANK,4,6,4,https://drive.google.com/thumbnail?id=10dlKyuTgdmtmBEvpgmvhBPhKaqPMFena&sz=w200,".png,30,0,100",,,"Phantasm / Phasma (ghost/spirit) + ""-on""","A jellyfish that ""floats in the time stream""","#FLANK, #Grapple, #LETHAL"
0174,Crystellus,Veritian,FAMILIAR,,,06VER-03FAM-0174,,,,,,,"FORERUNNER, RIPOSTE",5,5,5,https://drive.google.com/thumbnail?id=1GV9CdR0qMogJ0avQZ9ZzLKoWzo0Px3__&sz=w200,".png,0,0,100",,,Crystal + Chrysalis,"Early on I thought there would be a literal ""fabric of time"" that is a recurring motif. So Veritian magic is able to ""cut through"" or ""stich"" time. The crystellus was meant to be a ""silkworm"" which weaves these ""threads of time"". I'm not sure if that still works so we may need to revisit this art direction.","#FORERUNNER, #RIPOSTE"
0175,Occulacer,Veritian,FAMILIAR,,,06VER-03FAM-0175,FLURRY OF CLAWS,ABILITY,"After this character's *emergence*, they may perform an **ATTACK(-1)** 2 times, each as a *free action* until you next epilogue.",VEILED,ACTION,"This character performs a Xd{M3/Icons/Dice/NULL.png} rank-1 check, where X is the number of spaces to the nearest enemy. If the check is successful; this character is removed from the stage and must *emerge* next turn from **STEALTH**.",STEALTH,6,6,5,https://drive.google.com/thumbnail?id=1wwG8vfzn7GrcFo80IHiVFKCWu6uMB-qp&sz=w200,".png,100,0,100",,,Occult + Lacerate (tear),Serpopard,"#STEALTH, #Extra Attack, #Emergence"
0176,Hastaca,Veritian,FAMILIAR,,,06VER-03FAM-0176,STITCH IN TIME,ATTACK ,"This character performs a **PIERCE(5)** **ATTACK** that causes enemies to become in ""Stasis"" until after their next activation, but does not deal bonus damage.
Each character in ""Stasis"" is **SLOWED**.",,,,"FLANK, FORERUNNER",4,5,5,https://drive.google.com/thumbnail?id=1cQ1I6KTRAzf6QW-LQrGmSHXhtznFUC63&sz=w200,".png,60,0,100",,,"Hasta (Latin for spear) + ""ca""",I wanted to design a new hybrid animal but that failed I think having antlers or horns would explain the name and the charging theme.,"#FLANK, #FORERUNNER, #PIERCE, #SLOWED, ~Stasis"
0177,Anecdote,Veritian,FAMILIAR,,,06VER-03FAM-0177,FLICKER,ABILITY,This character may move through enemies but must end a *manoeuvre* on an available space.,,,,SLIGHT,5,3,5,https://drive.google.com/thumbnail?id=12zuU5z1hR4zNfuZ3CfVfRWPBBk7kY1ys&sz=w200,".png,50,0,100",,,"Anecdote as in a short amusing or interesting story, representing it being a small time pocket. Could be called Kairote (Ky-roat) if Anecdote is too up itself.","A ""time elemental"" a crystal which displays a trapped piece of time.","#SLIGHT, #Nimble"
0178,Gallitrice,Veritian,FAMILIAR,,,06VER-03FAM-0178,DEATH CROW,ABILITY,"When this character is defeated, all enemies within **AURA(3)** become **STUNNED** until after their next activation.",,,,FORERUNNER,4,3,3,https://drive.google.com/thumbnail?id=1x2PHL2fI8MudaTZw7hqxCBcPPh8c2i_t&sz=w200,".png,60,0,100",,,Cockatrice + Galli/Gallus (rooster),Cockatrice,"#FORERUNNER, #STUNNED"
0179,Fettermaw,Veritian,FAMILIAR,,,06VER-03FAM-0179,SNAP JAW,ATTACK,"This character performs an **ATTACK** that causes enemies to become ""Fractured"" until they are not engaged in combat with this character, but does not deal bonus damage. This character gains **SHIELD(X)** where X is the damage dealt with this attack.
Each ""Fractured"" character cannot be the *origin* or *focus* of any of your opponent's effects.",,,,FLANK,6,5,5,,".jpeg,100,0,100",,,Fetters+maw: referencing the lock down of jaws,"Based on Ammit: Crocodile, lion, hippo mix.","#FLANK, #SHIELD, #Untargetable, ~Fractured"
0180,Resonue,Veritian,FAMILIAR,,,06VER-03FAM-0180,EERIE CRY,ACTION,"All enemies within **AURA(3)** become in ""Stasis"" until after their next activation.
Each character in ""Stasis"" is **SLOWED**.",,,,STEALTH,6,6,5,,".jpeg,100,0,100",,,Resonate+Nue: combining the concept of the resonating cry and the Yonkai,"Based on the Japanese Nue: Monkey face, raccoon dog body, tiger limbs, snake (including head) as tail.","#STEALTH, ~Stasis, #SLOWED"
0181,Fluxen,Veritian,FAMILIAR,,,06VER-03FAM-0181,RESIDUAL DISTORTION,ABILITY,"After this character's *emergence* it becomes ""Phased"". 
Each ""Phased"" character cannot be engaged in combat. Any character may cease to be ""Phased"" to perform an **ATTACK** as a *free action*.",,,,STEALTH,5,6,4,,".jpeg,100,0,100","Of all the Veritan familiars, the Fluxen is the most inexplicable.",,Flux + vixen,Based on the Enfield: Fox+Lion+Talons,"#STEALTH, ~Phased, #Evade, #Extra Attack"
0182,Litany of the First-Stride,Veritian,TALISMAN,,,06VER-05TAL-0182,JUMP START,ABILITY,"During this character's *emergence*, they may move an additional 1 spaces.",,,,,1,,,https://drive.google.com/thumbnail?id=1DfJY-6Zfz85AnCFIqJBiChBojO9--zME&sz=w200,".png,50,0,100",,,Litany (prayer series) + First-Stride,,#Emergence
0183,Osmotic-Needle Censer,Veritian,TALISMAN,,,06VER-05TAL-0183,,,"When this character deals damage, it gains HEAL(X) where X is the damage dealt.",,,,,2,,,https://drive.google.com/thumbnail?id=1b2CPoAkY88VcWX0-UlxSpiub_evsd9fi&sz=w200,".png,50,0,100",,,Osmosis + Needle + Censer (incense burner),,#HEAL
